Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,QualArea,TotalBath,TotalPorchSF,HouseAge,RemodAge,IsRemodeled
324,3.044522437723423,RM,3.912023005428146,8.669227347271736,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,5.54907608489522,Unf,6.810142450115136,GasA,Ex,Y,SBrkr,7.059617628291383,0.0,3,0.6931471805599453,TA,Typ,0,NA,Attchd,Unf,1,Fa,TA,Y,4.962844630259907,0.0,0.0,7,2006,WD,Normal,126175,8.157657015196472,2.0,4.59511985013459,51,1,1
651,4.110873864173311,FV,4.189654742026425,9.002824076547672,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.70196036600254,GasA,Ex,Y,SBrkr,6.71295620067707,6.738152494595957,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,5,2008,WD,Normal,205950,9.363576347875041,2.5,0.0,1,1,0
440,3.9318256327243257,RL,4.219507705176107,9.42181611842271,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,6.529418838262226,GasA,Gd,Y,SBrkr,6.529418838262226,6.240275845170769,3,0.6931471805599453,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0.0,0.0,6.68586094706836,8,2009,ConLI,Normal,110000,8.878636747430072,1.0,3.8501476017100584,89,9,1
799,4.110873864173311,RL,4.653960350157523,9.511851382364405,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,6.7580945044277305,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,7.563719668414366,GasA,Ex,Y,SBrkr,7.584264818389059,7.069023426578259,4,0.6931471805599453,Ex,Typ,2,Gd,BuiltIn,Fin,3,TA,TA,Y,4.976733742420574,0.0,0.0,7,2009,New,Partial,485000,10.249238041316636,3.5,4.3694478524670215,1,0,1
136,3.044522437723423,RL,4.394449154672439,9.249657234353133,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,5.666426688112432,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,7.173958319756794,GasA,Gd,Y,SBrkr,7.428333194190806,0.0,3,0.6931471805599453,TA,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,4.59511985013459,0.0,0.0,5,2008,WD,Normal,174000,9.373733918884618,2.0,0.0,38,38,0
1453,5.198497031265826,RM,3.58351893845611,8.209580483475577,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,4.394449154672439,TA,TA,PConc,Gd,TA,Gd,GLQ,6.306275286948016,Unf,0.0,GasA,Gd,Y,SBrkr,6.9782137426306985,0.0,2,0.6931471805599453,TA,Typ,0,NA,Basment,Fin,2,TA,TA,Y,0.0,0.0,0.0,5,2006,WD,Normal,145000,8.586905803827538,2.0,3.367295829986474,1,1,0
763,4.110873864173311,FV,4.290459441148391,9.0642735958414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,3.2188758248682006,Unf,6.597145701886651,GasA,Ex,Y,SBrkr,6.639875833826536,6.664409020350408,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,5.135798437050262,0.0,0.0,6,2010,Con,Normal,215200,9.290075339995036,2.5,3.828641396489095,1,1,0
933,3.044522437723423,RL,4.442651256490317,9.364862411412354,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,5.713732805509369,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,7.552762084214147,GasA,Ex,Y,SBrkr,7.552762084214147,0.0,3,0.6931471805599453,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0.0,0.0,0.0,3,2007,WD,Normal,320000,9.749520189238702,2.0,5.2574953720277815,1,1,0
436,4.110873864173311,RL,3.784189633918261,9.275003885301905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.955837369464831,ALQ,4.2626798770413155,GasA,Ex,Y,SBrkr,6.71901315438526,6.727431724850855,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,5.0689042022202315,0.0,0.0,4,2009,ConLw,Normal,212000,9.361171261678766,3.5,4.127134385045092,13,13,0
630,4.394449154672439,RL,4.418840607796598,9.107310471656639,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,5.560681631015528,TA,TA,CBlock,TA,TA,Gd,GLQ,6.437751649736401,Rec,5.666426688112432,GasA,TA,Y,SBrkr,7.208600337960199,0.0,3,0.6931471805599453,TA,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,5.176149732573829,0.0,0.0,6,2008,WD,Normal,168500,8.999742789830492,2.5,0.0,44,44,0
1211,4.110873864173311,RL,4.2626798770413155,9.325364048544964,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.962243464266207,GasA,Ex,Y,SBrkr,6.962243464266207,6.673297967767654,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,6.455198563340122,0.0,5.993961427306569,5,2010,WD,Normal,189000,9.312084355859467,2.5,4.653960350157523,18,18,0
1119,4.394449154672439,RL,4.454347296253507,9.53430615650521,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,6.280395838960195,GasA,TA,Y,SBrkr,6.92951677076365,6.364750756851911,3,0.6931471805599453,TA,Min2,0,NA,BuiltIn,RFn,1,TA,TA,Y,5.638354669333745,0.0,0.0,12,2008,WD,Normal,140000,8.987946539552519,1.5,3.5553480614894135,50,21,1
1085,4.110873864173311,RL,4.189654742026425,9.475163150281881,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,ALQ,6.385194398997726,Unf,4.605170185988092,GasA,Gd,Y,SBrkr,6.539585955617669,6.694562058521095,3,0.6931471805599453,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,5.755742213586912,0.0,0.0,7,2006,WD,Normal,187500,9.103756886573398,2.5,3.8066624897703196,11,10,1
159,4.110873864173311,FV,4.61512051684126,9.437714959818209,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.407171771460119,Unf,6.646390514847729,GasA,Ex,Y,SBrkr,6.899723107284872,6.863803391452954,3,0.6931471805599453,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,5,2010,WD,Normal,254900,9.520028524690579,2.5,4.919980925828125,6,5,1
968,3.044522437723423,RL,4.324132656254979,8.908018322784887,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,5.0238805208462765,TA,TA,CBlock,TA,TA,No,ALQ,6.805722553416985,Unf,5.2832037287379885,GasA,TA,Y,SBrkr,7.002155954403621,0.0,3,0.6931471805599453,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,7,2008,WD,Normal,135000,8.610865667278873,2.0,0.0,53,53,0
1260,3.044522437723423,RL,4.189654742026425,9.18512512283512,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.401917196727186,LwQ,2.70805020110221,GasA,Gd,Y,SBrkr,6.961296045910167,0.0,3,0.6931471805599453,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,5.198497031265826,0.0,0.0,7,2008,WD,Normal,151000,8.752265313595721,2.5,4.394449154672439,39,39,0
552,3.044522437723423,RM,3.9318256327243257,8.699681400989514,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.733341276897746,Unf,6.431331081933479,GasA,Gd,Y,FuseA,6.834108738813838,0.0,3,0.6931471805599453,TA,Typ,0,NA,Attchd,Fin,1,TA,TA,Y,0.0,0.0,0.0,6,2008,WD,Normal,112500,8.442685139241176,1.0,0.0,51,51,0
498,3.9318256327243257,RL,4.110873864173311,9.118334726180159,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,PConc,TA,TA,No,Rec,5.799092654460526,Unf,6.548219102762372,GasA,Ex,Y,SBrkr,7.033506484287697,6.5337888379333435,4,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,N,0.0,0.0,0.0,6,2008,WD,Normal,184000,9.45258041898138,3.0,4.61512051684126,83,58,1
1032,4.330733340286331,RL,4.634728988229636,9.671807670199632,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,6.261491684321042,Unf,5.71042701737487,GasA,Ex,Y,SBrkr,7.431299675155903,6.906754778648554,5,0.6931471805599453,TA,Typ,2,TA,Basment,Fin,2,TA,TA,Y,4.919980925828125,0.0,0.0,8,2009,WD,Normal,197000,9.979290515951629,3.5,4.1588830833596715,89,39,1
1263,3.9318256327243257,RL,4.394449154672439,9.328212292571072,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,7.007600613951853,GasA,Ex,Y,FuseA,7.007600613951853,6.529418838262226,5,0.6931471805599453,TA,Min2,2,TA,Attchd,Unf,1,TA,TA,Y,4.795790545596741,0.0,0.0,11,2009,WD,Normal,161500,8.875287128108384,2.0,0.0,52,20,1
1014,3.4339872044851463,RM,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,5.5134287461649825,Rec,5.739792912179234,GasW,TA,N,SBrkr,6.930494765951626,0.0,2,0.6931471805599453,TA,Maj2,0,NA,Detchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,6,2009,WD,Normal,85000,8.53915035876828,2.0,5.54907608489522,99,3,1
1312,3.044522437723423,RL,4.23410650459726,9.08421009483197,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,4.394449154672439,Gd,TA,PConc,Gd,TA,No,GLQ,6.8308742346461795,Unf,5.857933154483459,GasA,Ex,Y,SBrkr,7.150701457592526,0.0,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,5.579729825986222,0.0,0.0,1,2007,New,Partial,203000,9.095939111666207,3.0,4.59511985013459,2,0,1
567,4.110873864173311,RL,4.356708826689592,9.323579767582693,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,5.5053315359323625,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,7.023758954738443,GasA,Ex,Y,SBrkr,7.034387929915503,7.223295679562314,4,0.6931471805599453,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,4.976733742420574,0.0,0.0,6,2008,WD,Normal,325000,10.022913682018666,2.5,3.6888794541139363,3,1,1
611,4.110873864173311,RL,4.2626798770413155,9.310276200588783,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,5.3230099791384085,Gd,TA,PConc,Ex,TA,Mn,GLQ,6.807934943699926,Unf,6.285998094508865,GasA,Ex,Y,SBrkr,7.29776828253138,6.519147287940395,3,0.6931471805599453,Ex,Typ,2,Ex,Attchd,Fin,3,TA,TA,Y,5.537334267018537,0.0,0.0,5,2009,WD,Normal,313000,9.87189368094495,3.5,4.962844630259907,9,9,0
1279,4.110873864173311,RL,4.330733340286331,9.156306483483696,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.690842277418564,Unf,5.783825182329737,GasA,Ex,Y,SBrkr,7.029087564149662,6.806829360392176,3,0.6931471805599453,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,3,2008,WD,Normal,237000,9.695786647402777,3.5,5.356586274672012,6,6,0
1264,4.2626798770413155,RL,4.110873864173311,9.511629447834181,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,6.639875833826536,GasA,Ex,Y,FuseA,6.966967138613983,6.639875833826536,3,0.6931471805599453,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,N,0.0,0.0,0.0,7,2007,WD,Normal,180500,9.300638009956963,1.0,4.844187086458591,88,57,1
817,3.044522437723423,RL,4.324132656254979,9.343646739284408,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.18826412308259,Unf,6.259581464064923,GasA,Gd,Y,SBrkr,6.9167150203536085,0.0,2,0.6931471805599453,TA,Typ,1,Gd,Attchd,RFn,1,TA,TA,Y,0.0,0.0,0.0,7,2006,WD,Normal,137000,8.525359754082631,1.0,4.795790545596741,52,52,0
439,3.4339872044851463,RL,3.713572066704308,8.361941906144946,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,0.0,TA,TA,PConc,TA,TA,No,LwQ,5.902633333401366,Unf,4.330733340286331,GasA,TA,N,SBrkr,6.543911845564792,0.0,2,0.6931471805599453,Gd,Typ,1,Gd,Detchd,Unf,1,Gd,TA,P,0.0,0.0,0.0,3,2007,WD,Normal,90350,8.152198015861787,1.0,3.5553480614894135,94,5,1
941,4.51085950651685,RL,4.02535169073515,9.444700778495557,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,6.842683282238422,LwQ,5.983936280687191,GasA,TA,Y,SBrkr,7.455298485683291,0.0,4,1.0986122886681098,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,3.713572066704308,0.0,0.0,7,2006,WD,Normal,150900,9.246575864558277,2.0,0.0,30,30,0
97,3.044522437723423,RL,4.3694478524670215,9.236495329453033,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,5.214935757608986,Gd,TA,PConc,Gd,TA,Av,ALQ,7.0587581525186645,Unf,6.056784013228625,GasA,Ex,Y,SBrkr,7.370860166536716,0.0,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,5.0689042022202315,0.0,0.0,8,2006,WD,Normal,214000,9.316230747233615,2.0,3.4011973816621555,7,7,0
561,3.044522437723423,RL,4.269697449699962,9.336267928573973,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,5.198497031265826,TA,TA,CBlock,Gd,TA,No,ALQ,7.172424577124845,Unf,4.51085950651685,GasA,TA,Y,SBrkr,7.239214973779806,0.0,3,0.6931471805599453,TA,Mod,1,Gd,Detchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,5,2010,WD,Normal,121500,8.848078421168667,2.5,4.564348191467836,53,14,1
1183,4.110873864173311,RL,5.081404364984463,9.656563472556515,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,7.64826303090192,Unf,5.707110264748875,GasA,Ex,Y,SBrkr,7.788211557847076,7.633369649679584,4,0.6931471805599453,Ex,Typ,2,TA,Attchd,Fin,3,TA,TA,Y,5.147494476813453,6.320768294250582,0.0,7,2007,WD,Abnorml,745000,10.709092503552526,4.5,4.3694478524670215,11,11,0
472,4.110873864173311,RL,4.532599493153256,9.38873757187798,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,6.695798917058491,GasA,TA,Y,SBrkr,7.057897937411856,6.695798917058491,3,0.6931471805599453,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,11,2007,WD,Normal,190000,9.531263778207766,2.5,5.6240175061873385,30,30,0
1005,4.795790545596741,RL,3.784189633918261,8.065579427282092,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,2.833213344056216,Gd,TA,PConc,Gd,TA,No,GLQ,2.833213344056216,Unf,7.193685818395112,GasA,Ex,Y,SBrkr,7.316548177182976,0.0,1,0.6931471805599453,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,5.056245805348308,0.0,0.0,5,2009,WD,Normal,181000,9.26188863385676,2.0,0.0,4,3,1
411,3.044522437723423,RL,4.23410650459726,9.166597449028265,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,7.152268856032539,GasA,TA,Y,FuseA,7.152268856032539,0.0,3,0.6931471805599453,TA,Mod,0,NA,Attchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,6,2009,COD,Abnorml,60000,8.761080103868347,1.0,0.0,51,51,0
964,3.044522437723423,RL,4.812184355372417,9.386308454797962,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,7.496097345175956,GasA,Ex,Y,SBrkr,7.496097345175956,0.0,2,0.6931471805599453,Ex,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,5.666426688112432,0.0,0.0,5,2009,WD,Normal,239000,9.692828247710418,2.0,4.919980925828125,2,2,0
583,4.51085950651685,RL,4.406719247264253,9.37940781309172,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,4.653960350157523,TA,Gd,CBlock,Gd,TA,Av,GLQ,6.705639094860003,Unf,0.0,GasA,TA,Y,SBrkr,6.705639094860003,0.0,3,0.6931471805599453,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0.0,0.0,0.0,5,2007,WD,Normal,118500,8.496378051702317,2.0,3.4965075614664802,17,17,0
157,3.044522437723423,RL,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,GasA,TA,Y,FuseF,6.947937068614969,0.0,2,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,6,2006,WD,Normal,109500,8.556606193773073,1.0,0.0,56,56,0
595,3.044522437723423,RL,4.48863636973214,8.986071187374463,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,6.829793737512425,GasA,TA,Y,SBrkr,6.829793737512425,0.0,3,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,4,2008,WD,Normal,110000,8.438366410870266,1.0,0.0,33,33,0
618,3.828641396489095,RL,4.0943445622221,8.885717651712119,Pave,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,6.725033642166843,GasA,Gd,Y,SBrkr,6.725033642166843,0.0,2,0.6931471805599453,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,6,2008,WD,Normal,105500,8.51579221050061,1.0,0.0,54,54,0
448,4.110873864173311,RL,4.189654742026425,9.32500744695431,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.836259277277067,GasA,Gd,Y,SBrkr,6.863803391452954,6.836259277277067,4,0.6931471805599453,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,4.499809670330265,0.0,0.0,7,2006,WD,Normal,199900,9.488199355479201,2.5,0.0,8,7,1
1206,3.044522437723423,RL,4.51085950651685,9.59458184363272,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,5.459585514144159,Gd,TA,CBlock,Gd,TA,Mn,ALQ,6.186208623900494,BLQ,7.311218384419629,GasA,Gd,Y,SBrkr,7.69484807238461,0.0,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,4.442651256490317,0.0,0.0,6,2009,WD,Normal,271900,9.640368002912599,2.0,4.2626798770413155,19,18,1
862,5.25227342804663,RL,4.330733340286331,9.360999248261296,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,6.7357800142423265,Unf,5.293304824724492,GasA,Ex,Y,SBrkr,6.946975992135418,0.0,3,0.6931471805599453,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,4,2010,WD,Normal,131500,8.55564437779049,2.5,0.0,45,45,0
1011,3.9318256327243257,RL,4.7535901911063645,9.965851836732678,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,6.580639137284949,GasA,TA,Y,SBrkr,6.580639137284949,6.313548046277095,4,0.6931471805599453,TA,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,8,2008,WD,Normal,135000,8.757154527656606,2.0,4.6913478822291435,60,58,1
391,3.9318256327243257,RL,3.9318256327243257,9.036701015565063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,5.488937726156687,BLQ,5.438079308923196,GasA,Ex,Y,SBrkr,6.8690144506657065,6.008813185442595,4,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,4,2008,WD,Normal,119000,8.829958044235482,2.0,5.493061443340548,108,58,1
1410,4.110873864173311,RL,3.8501476017100584,9.93037288131751,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,4.820281565605037,TA,Gd,CBlock,Gd,TA,No,Unf,0.0,Unf,6.674561391814426,GasA,Gd,Y,SBrkr,7.1204443723924875,6.754604099487962,3,0.6931471805599453,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,5.8998973535824915,0.0,0.0,11,2008,WD,Normal,215000,9.592332123898705,2.5,4.1588830833596715,22,17,1
